	id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	conv_4	conv_5
941	hansard_bill-418	0,2	2	1	2	1	2	1	1	1
942	hansard_bill-418	1,3	2	2	2	2	2	2	2	2
943	hansard_bill-418	2,3	1	1	1	2	1	2	2	2
944	hansard_bill-47	1,0	2	2	2	1	2	1	1	2
945	hansard_bill-47	1,3	2	2	2	2	2	1	1	1
946	hansard_bill-47	2,0	1	1	1	1	1	1	1	1
947	hansard_bill-47	3,2	2	1	2	1	2	1	1	1
948	hansard_bill-477	0,1	1	1	1	1	1	1	1	1
949	hansard_bill-477	1,3	1	1	1	1	1	1	1	1
950	hansard_bill-477	2,0	1	1	1	1	1	1	1	1
951	hansard_bill-477	2,3	1	1	1	1	1	1	1	1
952	hansard_bill-499	0,1	1	1	1	1	1	1	1	1
953	hansard_bill-499	1,3	2	1	1	1	2	1	1	1
954	hansard_bill-499	2,0	1	1	1	1	1	1	1	1
955	hansard_bill-499	2,3	1	1	1	1	1	1	1	1
956	hansard_bill-523	1,0	2	1	2	2	2	1	2	1
957	hansard_bill-523	2,0	1	1	1	1	1	1	1	1
958	hansard_bill-523	2,3	1	1	1	1	1	1	1	1
959	hansard_bill-523	3,1	1	1	1	1	1	1	1	1
960	hansard_bill-567	0,2	2	2	2	2	2	2	2	2
961	hansard_bill-567	1,0	2	1	2	1	2	1	1	1
962	hansard_bill-567	1,3	1	1	1	1	1	1	1	1
963	hansard_bill-567	2,3	1	1	1	1	1	1	1	1
964	hansard_bill-705	0,2	1	1	1	1	1	1	1	1
965	hansard_bill-705	1,0	2	2	2	1	2	1	1	1
966	hansard_bill-705	1,3	2	1	2	1	2	2	1	1
967	hansard_bill-705	3,2	1	1	1	1	2	1	1	1
968	hansard_bill-708	0,1	2	1	2	2	2	1	1	1
969	hansard_bill-708	2,0	1	1	1	1	1	1	1	1
970	hansard_bill-708	2,3	1	1	1	1	1	1	1	1
971	hansard_bill-708	3,1	2	1	2	1	2	1	1	1
972	hansard_bill-825	0,1	1	1	1	1	1	1	1	1
973	hansard_bill-825	2,0	2	1	2	1	2	1	1	1
974	hansard_bill-825	3,1	2	2	2	2	2	2	2	2
975	hansard_bill-825	3,2	2	2	2	2	2	2	2	2
976	hansard_bill-85	1,0	1	1	1	1	1	1	1	1
977	hansard_bill-85	1,3	1	1	1	1	1	1	1	1
978	hansard_bill-85	2,0	1	1	1	1	1	1	1	1
979	hansard_bill-85	2,3	1	1	1	1	1	1	1	1
980	hansard_bill-850	1,0	2	1	2	1	2	1	1	1
981	hansard_bill-850	1,3	1	1	1	1	1	1	1	1
982	hansard_bill-850	2,0	1	1	1	1	1	1	1	1
983	hansard_bill-850	3,2	2	2	2	2	2	2	2	2
984	hansard_bill-951	0,1	1	2	1	2	1	2	2	2
985	hansard_bill-951	1,3	1	1	1	1	1	1	1	1
986	hansard_bill-951	2,0	1	1	1	1	1	1	1	1
987	hansard_bill-951	2,3	1	1	1	1	1	1	1	1
988	hansard_bill-983	0,1	1	1	1	1	1	1	1	1
989	hansard_bill-983	0,2	2	1	2	1	2	1	1	1
990	hansard_bill-983	3,1	1	1	1	1	1	1	1	1
991	hansard_bill-983	3,2	2	1	2	1	2	1	1	1
992	hansard_bill-984	0,1	1	1	1	1	1	1	1	1
993	hansard_bill-984	0,2	2	1	2	1	2	1	1	1
994	hansard_bill-984	3,1	1	1	1	1	1	1	1	1
995	hansard_bill-984	3,2	2	1	2	1	2	1	1	1
996	hansard_bill-997	0,1	1	2	1	2	1	2	2	2
997	hansard_bill-997	0,2	2	2	2	2	2	2	2	2
998	hansard_bill-997	1,3	1	1	0	1	1	1	1	1
999	hansard_bill-997	3,2	2	2	2	2	2	2	2	2
