id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
defabel-732	1,3	0	"0
1
2"	0	"0
2"	0	0	"Here are the labels:

Argument 1:"	"0
1
2"	0	"0
2"
defabel-732	2,3	0	"0
1"	0	0	0	0	"1 (1)
2 (1)"	"0
1"	0	0
defabel-737	0,2	0	"0
1"	0	0	0	0	"0
2"	"0
1"	"1
2"	0
defabel-737	1,0	"0
2"	"Argument 1: 0
Argument 2"	0	0	0	0	"0
2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"
defabel-737	1,3	"0
2"	"0
2"	"0
2"	0	"0
2"	"Argument 1
2"	"0
2"	"0
2"	0	"0
1"
defabel-737	2,3	1.  2	"0
2"	"Here are the labels:

0. Argument 1"	"0
1"	"0
1"	"0
2"	"0
1"	0	"0
2"	"Here are the results:

1.  Argument"
defabel-785	0,1	"0
1"	0	"Argument 1: 0
Argument 2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"	"Here are the evaluation results:

Argument 1:"	0	"0
1"	"Argument 1:
0
Argument 2:"
defabel-785	0,2	"0
2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"	"0
1"	"0
2"	0	"0
1"	"0
1"	"Argument 1: 0
Argument 2"
defabel-785	1,3	0	0	"Argument 1: 2
Argument 2"	"Argument 1:
0
Argument 2:"	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	"0
1"	"Argument 1:
0
Argument 2:"	0	"0
1"
defabel-785	2,3	0	"Argument 1
2"	"Here are the evaluation results:

Argument 1:"	"0
1"	"0
1"	"0
1"	"0
1"	"Argument 1
2"	"Here are the pair of argumentative texts:

Argument"	"0
1"
defabel-789	0,1	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"	"Argument 1: 2
Argument 2"	0	"Here are the evaluation results:

Argument 1:"	"Argument 1: 0
Argument 2"	0	"Argument 1:
0
Argument 2:"
defabel-789	0,2	"0
1"	0	"Argument 1: 0
Argument 2"	"0
2"	0	"0
2"	"Argument 1: 0
Argument 2"	"0
1"	"Here are the two argumentative texts:

Argument"	"Argument 1: 0
Argument 2"
defabel-789	1,3	"0
2"	"0
1"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Here are the results:

Argument 1:"	"Argument 1: 2
Argument 2"	"Argument 1:
0
Argument 2:"	"Argument 1:
0
Argument 2:"	Here are the labels for each pair of argumentative	"Argument 1:
0
Argument 2:"
defabel-789	2,3	"0
2"	"0
2"	"0
1"	"0
1"	"Argument 1: 2
Argument 2"	"Argument 1: 1
Argument 2"	"0
2"	"Argument 1: 2
Argument 2"	"0
1"	"Argument 1: 1
Argument 2"
defabel-812	0,2	"0
1"	0	"0
2"	"Argument 1: 0
Argument 2"	"0
1"	"Argument 1: 0
Argument 2"	"Argument 1: 2
Argument 2"	"0
2"	"Argument 1: 1
Argument 2"	0
defabel-812	1,0	"0
1"	"Argument 1:
0
Argument 2:"	"0
1"	"0
1"	"1: 2
2: 1"	0	"0
2"	"0
1"	0	"Argument 1:
0"
defabel-812	1,3	"0
1"	"Argument 1: 1
Argument 2"	"0
2"	"Argument 1:
0
Argument 2:"	0	0	"0
2"	"Argument 1:
0
Argument 2:"	"Argument 1: 2
Argument 2"	0
defabel-812	2,3	0	"0
2"	0	"0
1"	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
1"	"0
1
2"
defabel-814	0,1	"0
1"	"Argument 1: 0
Argument 2"	"Argument 1: 2
Argument 2"	"0
1"	"0
2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"	0	"0
1"
defabel-814	0,2	"0
2"	"Argument 1: 0
Argument 2"	"1 (Argument 1)
2 (Argument"	"0
2"	1.  2	"Argument 1: 0
Argument 2"	"1 (Argument 1)
2 (Argument"	"0
1
2"	"Argument 1: 2
Argument 2"	"0
1
2"
defabel-814	1,3	0	"Argument 1: 0
Argument 2"	"Here are the evaluation results:

Argument 1:"	"Argument 1: 0
Argument 2"	"Argument 1: 1
Argument 2"	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1:
0"	"0
1"	0
defabel-814	2,3	"Here are the results:

1. 1"	"0
1"	"Here are the results:

Argument 1:
0"	"Argument 1
2"	"0
1"	"0
1"	"Here are the results:

Argument 1:"	0	0	"Argument 1: 0
Argument 2"
defabel-835	0,1	"0
2"	"Argument 1: 0
Argument 2"	0	0	"Argument 1: 1
Argument 2"	"Argument 1: 0
Argument 2"	"Argument 1: 1
Argument 2"	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1: 2
Argument 2"
defabel-835	0,2	0	0	"1.  Argument 1
2."	"0
1"	0	0	0	0	"0
2"	"0
1"
defabel-835	1,3	"0
2"	"Argument 1: 1
Argument 2"	"Here are the results:

Argument 1:"	"Argument 1: 0
Argument 2"	"Argument 1: 1
Argument 2"	0	"0
1
2"	"0
2"	"Argument 1: 1
Argument 2"	"0
1"
defabel-835	2,3	"0
1"	"0
2"	"0
1"	"0
2"	Here are the two arguments with the label options:	"0
1"	"0
1"	"0
1"	"0
1"	"0
2"
defabel-839	0,1	"Argument 1: 2
Argument 2"	"0
1"	0	"0
1"	"0
2"	"0
1
2"	"0
2"	"Argument 1: 0
Argument 2"	0	"Argument 1
2"
defabel-839	0,2	"0
1"	0	0	0	"0
2"	0	"1. 1
2. 0"	"0
1"	"1.  Argument 1
2."	"Argument 1:
0
Argument 2:"
defabel-839	1,3	0	"0
1"	0	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
2"	0
defabel-839	2,3	"0
2"	"0
1
2"	0	0	"1
2"	0	0	0	"0
1"	"0
1"
defabel-85	0,1	"Argument 1: 1
Argument 2"	"0
2"	"0
1"	"0
2"	"0
1"	"Argument 1: 0
Argument 2"	"Argument 1: 2
Argument 2"	"0
2"	"0
1"	0
defabel-85	0,2	0	0	0	"0
2"	"Here are the two argumentative texts:

Argument"	0	"0
2"	"0
1"	"Here are the labels:

Argument 1:"	"Argument 1: 1
Argument 2"
defabel-85	1,3	"Argument 1: 1
Argument 2"	"0
2"	"Argument 1: 1
Argument 2"	0	0	0	0	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1: 2
Argument 2"
defabel-85	2,3	"Argument 1: 1
Argument 2"	"0
1"	"1.  Argument 1
2."	0	0	"0
1"	Here are the labels for each pair of argumentative	0	"Here are the results of the evaluation:

1."	"Argument 1: 2
Argument 2"
defabel-852	0,1	"0
1"	"0
1"	"Here are the results:

0. Argument 1"	"0
2"	"0
2"	0	0	"Argument 1: 1
Argument 2"	"0
1"	0
defabel-852	0,2	"0
2"	"0
1"	0	"0
2"	0	0	"0
1"	"0
2"	"0
2"	"0
2"
defabel-852	1,3	0	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1: 0
Argument 2"	"0
1"	0	"0
2"	"0
1"
defabel-852	2,3	"0
2"	"0
2"	"0
2"	"Here are my evaluations:

Argument 1:
2"	"0
1"	0	"Here are the two argumentative texts:

Argument"	"0
2"	"0
1"	"0
2"
defabel-856	0,1	"0
1"	0	"0
1"	0	"0
1"	"0
1"	"0
1"	0	0	0
defabel-856	0,2	"0
1
2"	"0
1"	"Here are the two texts with the labels:

Argument"	"0
2"	"0
2"	"0
2"	"Argument 1: 0
Argument 2"	"0
2"	"0
2"	"0
1"
defabel-856	1,3	0	"0
2"	0	"0
1"	"0
1"	"0
1"	0	"0
2"	"0
1"	"0
1"
defabel-856	2,3	0	"0
1"	0	0	0	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"
defabel-888	0,1	"1.  0
2."	0	0	"0
1"	0	0	"Here are the evaluation results:

Argument 1:"	"Argument 1: 0
Argument 2"	"0
1"	"0
2"
defabel-888	0,2	0	"0
1"	"0
2"	0	"0
1"	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	"Argument 1: 0
Argument 2"	"Argument 1: 2
Argument 2"	0
defabel-888	1,3	"Here are the evaluation results:

Argument 1:"	"0
1"	"0
1"	"Argument 1: 0
Argument 2"	0	"0
2"	"Here are the labels for each argument:

Argument"	"0
1"	"Argument 1: 0
Argument 2"	"Argument 1:
0
Argument 2"
defabel-888	2,3	"0
1"	"Argument 1: 2
Argument 2"	"0
1"	"Here are the two arguments with their evaluation:

Argument"	"1 (1)
2 (2)"	"Here are the results of the evaluation:

Argument"	"0
1"	"Argument 1
2"	0	"0
1"
defabel-901	0,2	"0
2"	"0
1"	0	"0
1
2"	"0
1"	"0
1
2"	0	"0
2"	0	"0
1"
defabel-901	1,0	"0
2"	"0
1"	0	0	"0
1"	"0
1"	0	"0
1
2"	0	0
defabel-901	1,3	"1.  Argument 1
2."	"Argument 1: 0
Argument 2"	"1.  0
2."	"0
1"	"0
2"	0	"0
2"	"0
1"	"0
1"	"0
1"
defabel-901	2,3	0	"0
2"	"0
1"	0	0	0	0	"Argument 1: 2
Argument 2"	"0
2"	"0
2"
deuparl-105	0,1	0	"0
1"	0	"0
2"	0	"0
1"	0	0	"1. 2
2. 0"	"0
2"
deuparl-105	0,2	"0
1"	"0
1
2"	"0
1"	0	"0
2"	0	0	0	0	0
deuparl-105	1,3	"0
1"	0	0	0	"0
1"	0	0	"0
1
2"	0	0
deuparl-105	2,3	0	0	"0
1"	"0
1"	0	0	"0
1"	"0
1"	0	"0
1
2"
deuparl-114	0,2	0	0	"0
2"	0	"0
2"	"0
2"	0	0	"0
2"	0
deuparl-114	1,0	0	0	0	0	"0
2"	0	"0
1
2"	0	0	"0
1
2"
deuparl-114	1,3	0	"0
2"	0	"0
1"	"0
1"	0	"1: 1
2: 0"	"0
1"	"0
2"	"0
1"
deuparl-114	2,3	0	"0
2"	0	0	"0
2"	0	0	0	"0
1"	0
deuparl-123	0,2	0	"0
1"	0	0	"0
1"	0	0	"0
2"	0	"0
1
2"
deuparl-123	1,0	0	"0
2"	0	"0
2"	"0
2"	"0
1"	0	"0
2"	0	0
deuparl-123	1,3	"0
1"	"0
1
2"	"0
2"	"0
2"	"0
1"	"0
1"	"0
2"	"0
1
2"	"1 (2)
2 (0)"	0
deuparl-123	2,3	"0
2"	0	"0
2"	"0
2"	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
1"	"Argument 1: 0
Argument 2"
deuparl-1430	0,2	0	0	"0
2"	0	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	0
deuparl-1430	1,0	"0
1"	"0
1"	0	0	0	"0
1"	"0
1"	"0
1
2"	1.  2	"0
1"
deuparl-1430	1,3	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
1"	"0
1
2"	0	"0
1
2"	"0
1"	"0
1
2"
deuparl-1430	2,3	"0
2"	"0
1"	"0
2"	"0
1"	"0
2"	"0
2"	"0
1"	"0
1"	"0
2"	"0
1"
deuparl-155	0,1	"1
2"	"0
2"	"0
1
2"	"0
1"	"0
1"	0	0	"0
1
2"	"0
1"	"0
2"
deuparl-155	0,2	"Here are the labels:

0 (Both arguments evoke"	"0
1"	"0
1"	"0
1"	0	0	0	"0
1"	0	"0
1"
deuparl-155	1,3	0	0	"0
2"	0	0	"0
1
2"	"0
1
2"	"0
1
2"	0	"Argument 1
2"
deuparl-155	2,3	0	0	"0
2"	0	"0
2"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"
deuparl-1604	0,1	0	"0
1"	0	"0
1"	0	0	"0
1"	0	"0
1"	"0
1"
deuparl-1604	0,2	"0
2"	"0
2"	"0
1"	"0
2"	"0
2"	0	"1.  0
2."	"0
2"	"0
2"	0
deuparl-1604	1,3	"Argument 1: 0
Argument 2"	"0
1"	0	"0
1
2"	0	"Argument 1: 0
Argument 2"	0	"0
2"	"0
2"	"Argument 1:
0
Argument 2"
deuparl-1604	2,3	"Argument 1: 0
Argument 2"	"0
1
2"	"0
1
2"	0	0	"0
1
2"	"0
1"	"0
1
2"	"Argument 1: 2
Argument 2"	"0
1"
deuparl-161	0,1	0	0	"0
2"	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
2"	"0
2"	0
deuparl-161	0,2	0	"0
1"	0	0	"0
1
2"	"0
2"	"0
1"	"0
1"	"0
2"	"Argument 1: 0
Argument 2"
deuparl-161	1,3	"0
1"	"Argument 1: 1
Argument 2"	0	0	"0
1"	"0
1"	"0
2"	"Argument 1: 1
Argument 2"	"1.  0
2."	0
deuparl-161	2,3	"0
2"	"0
1"	"0
2"	0	"0
2"	"0
1"	"0
1"	"0
1"	0	0
deuparl-168	0,1	"0
1
2"	"0
1
2"	"0
1"	0	"0
1"	"0
1
0"	"0
1
0"	0	"0
2"	0
deuparl-168	0,2	0	"0
1
2"	"0
1"	0	0	"0
1"	"Here are the labels:

1. Argument 1"	0	"0
1
2"	0
deuparl-168	1,3	"0
2"	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	0	"0
1"
deuparl-168	2,3	Here are the two texts with the label for each	"0
1"	"0
2"	"0
1"	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	"0
1"	"0
1"	"0
2"	"0
1"
deuparl-17	0,2	0	"0
1"	0	"0
1"	"0
1"	0	"0
1"	"0
2"	"0
1"	0
deuparl-17	1,0	0	"0
2"	"0
1"	"0
1"	"0
1"	0	0	"0
1"	0	"0
1"
deuparl-17	1,3	0	0	"0
1"	"0
1"	"1.  Argument 1
2."	0	"0
1"	"0
2"	"0
2"	"0
2"
deuparl-17	2,3	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	0	"0
1
2"	"0
2"	0	"0
1"
deuparl-182	0,1	"0
2"	"0
2"	0	0	"0
1"	0	0	"0
1"	"0
1"	"0
1"
deuparl-182	0,2	"0
2"	"0
2"	0	0	0	0	0	"0
1"	"0
1"	"0
2"
deuparl-182	1,3	"Here are the evaluations:

0
1"	"Argument 1: 2
Argument 2"	"0
1"	"0
2"	"1: 2
2: 0"	0	"Here are the evaluation results:

1. Argument"	0	0	"Argument 1: 2
Argument 2"
deuparl-182	2,3	0	0	0	"0
1
2"	"1
2"	"0
1
2"	"0
2"	"0
2"	"0
2"	"Argument 1: 0
Argument 2"
deuparl-187	0,1	0	"0
1"	"0
2"	"0
1"	0	"0
2"	"0
1"	"0
1
0"	"0
1"	0
deuparl-187	0,2	"0
1"	0	"0
1"	0	"0
1"	0	0	"0
2"	0	0
deuparl-187	1,3	"0
2"	0	"0
2"	0	0	"0
1"	0	"0
1"	Here are the two argumentative texts with the labels	0
deuparl-187	2,3	0	0	0	0	"0
1
2"	"0
2"	0	"0
1"	"0
1"	0
deuparl-188	0,1	"0
1"	0	0	"0
1
2"	0	"0
1"	"0
1"	0	"0
1
2"	0
deuparl-188	0,2	0	0	"0
1"	"0
2"	0	0	"0
2"	"0
2"	0	0
deuparl-188	1,3	"0
1
2"	0	"0
2"	"0
1"	"0
2"	"0
2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"
deuparl-188	2,3	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	"0
2"
deuparl-194	0,1	0	"0
1"	"0
2"	0	"0
1"	"0
2"	0	0	"0
1"	0
deuparl-194	0,2	0	"0
1"	"0
1"	0	"0
1"	0	0	0	0	0
deuparl-194	1,3	"Here are the labels:

1. Argument 1"	"0
1"	"0
1"	"0
2"	"0
1
0"	0	0	"0
2"	"0
1"	0
deuparl-194	2,3	0	"0
1"	"0
2"	0	0	"0
1
2"	"0
1"	"0
1"	"0
1"	"0
2"
deuparl-2064	0,1	"0
1"	0	0	0	"0
1"	"0
2"	"0
1"	"0
2"	0	0
deuparl-2064	0,2	0	0	0	0	"0
2"	0	0	0	"0
1"	"0
1"
deuparl-2064	1,3	0	"0
1"	"0
1"	0	0	"0
2"	0	"0
1"	"0
1
2"	"0
2"
deuparl-2064	2,3	0	0	"0
2"	0	0	"0
1"	"0
1"	"0
1"	0	0
deuparl-2181	0,1	"Here are the labels for each argument:

Argument"	"0
1"	"0
1
2"	"0
1"	Here are the labels for the two argumentative texts	"0
2"	"0
2"	"0
1"	0	"0
2"
deuparl-2181	0,2	"0
2"	0	"0
1"	"0
2"	0	"0
1
2"	"0
1"	"0
1"	"0
2"	0
deuparl-2181	1,3	"Here are the evaluations:

0
2"	0	"Here are the results of the emotion evaluation:

0"	0	"Here are the labels:

Argument 1:"	"0
1"	0	"0
1"	0	"0
1"
deuparl-2181	2,3	0	0	0	"0
2"	"1. Argument 1
2. Argument"	"0
1"	0	"0
2"	"0
1"	"0
2"
deuparl-2183	0,1	"0
1"	"0
1"	"0
1"	0	"0
1"	0	0	"0
1"	"0
1
2"	"Here are the two argumentative texts:

1."
deuparl-2183	0,2	"0
1"	"0
1"	"0
1"	"0
2"	0	0	"0
1"	"0
1"	0	"0
1"
deuparl-2183	1,3	"Here are the results:

1.  Argument"	"0
2"	"0
2"	"0
2"	0	"Argument 1: 0
Argument 2"	0	"0
2"	0	"0
1"
deuparl-2183	2,3	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
1"	"0
1"	0	"0
2"	"0
1"	"0
1"
deuparl-2187	0,2	"0
1"	0	"Here are the evaluations of each pair:

Argument"	"0
2"	"0
2"	0	0	0	"0
1"	"Here are my evaluations:

Argument 1:"
deuparl-2187	1,0	0	0	"0
1"	"0
1"	"0
2"	0	0	0	"0
1"	"0
1"
deuparl-2187	1,3	"0
1"	"0
2"	"0
2"	0	0	"0
1"	0	0	"0
1"	"0
1
2"
deuparl-2187	2,3	"0
1
2"	"0
1"	"0
2"	"Argument 1
0
Argument 2"	"0
1"	0	"Here are the two arguments:

Argument 1:"	"Argument 1:
0
Argument 2"	"Here are the labels:

1. Argument 1"	"0
1"
deuparl-2202	0,2	"0
1"	"0
1"	0	"0
1"	0	"0
2"	0	0	"0
1"	"0
1"
deuparl-2202	1,0	"0
1"	0	0	0	"0
1"	0	"0
1"	"0
2"	"0
2"	0
deuparl-2202	1,3	0	"0
1"	"0
2"	"0
1
2"	"0
1"	"0
2"	"Argument 1: 2
Argument 2"	0	0	0
deuparl-2202	2,3	"0
2"	"0
2"	"Here are the two arguments with the labels:

Argument"	0	"0
1"	"0
2"	0	0	"0
2"	0
deuparl-2208	0,2	0	"0
2"	0	"0
1
2"	"0
2"	"0
2"	"0
2"	0	"0
1"	"0
1"
deuparl-2208	1,0	0	"0
2"	0	"0
1
2"	0	0	"0
1"	0	0	"0
1
2"
deuparl-2208	1,3	0	"0
1
2"	0	"0
1"	0	0	"0
1"	"0
1"	"0
2"	"0
1"
deuparl-2208	2,3	"0
1"	0	0	"0
1"	"0
2"	"0
1"	"0
1
2"	"0
2"	"0
1"	"0
1"
deuparl-238	0,1	"0
1"	0	0	"0
1"	0	0	"0
1"	0	0	"0
1"
deuparl-238	0,2	"0
2"	"0
2"	0	"0
1"	"1 (Argument 1)
2 (Argument"	"0
1"	0	"Argument 1: 0
Argument 2"	0	0
deuparl-238	1,3	0	0	0	"0
2"	0	"Argument 1: 1
Argument 2"	0	"0
2"	0	"0
1"
deuparl-238	2,3	"0
1"	0	"0
1"	0	"0
2"	0	0	0	"0
1"	0
deuparl-239	0,1	"0
1
2"	"0
2"	"0
2"	0	"0
1
2"	0	"0
2"	0	0	"0
1"
deuparl-239	0,2	"0
1"	"0
1
2"	0	0	"0
1"	0	"0
2"	"0
1"	0	"0
2"
deuparl-239	1,3	"0
1"	0	0	0	"0
2"	0	0	"0
2"	"1 (1)
2 (0)"	0
deuparl-239	2,3	0	0	0	"0
1"	"0
2"	0	0	"0
2"	"0
1"	0
deuparl-241	0,1	"0
2"	0	"1: 1
2: 0"	"0
2"	0	0	0	0	"0
2"	"0
1"
deuparl-241	0,2	0	0	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
1
2"
deuparl-241	1,3	0	0	"0
1"	"0
1
0"	"0
2"	0	0	0	"0
2"	0
deuparl-241	2,3	0	"0
2"	"1.  Argument 1
2."	0	0	0	0	0	"0
1"	"Argument 1: 0
Argument 2"
deuparl-252	0,1	"0
1
2"	0	0	0	"0
2"	"0
2"	"0
1"	0	"0
1"	0
deuparl-252	0,2	0	"0
1"	"0
2"	"0
1
2"	"0
1"	"0
1"	"0
1"	"0
1"	"0
2"	"0
2"
deuparl-252	1,3	"0
1"	"0
1"	"0
2"	"0
2"	0	0	"0
2"	"0
2"	"0
2"	"0
1
2"
deuparl-252	2,3	0	0	"0
2"	0	0	0	"0
2"	0	"0
1"	0
deuparl-267	0,2	"0
1"	0	0	"0
1"	0	"0
1"	0	"0
2"	"0
1"	0
deuparl-267	1,0	0	"0
1"	0	0	"1. 1
2. 0"	0	"0
2"	0	"1
2"	0
deuparl-267	1,3	0	0	0	"0
1"	"0
1"	"0
1
2"	"0
2"	"0
1"	0	0
deuparl-267	2,3	0	"0
2"	Here are the labels for the two argumentative texts	0	0	0	"0
1"	"Argument 1: 2
Argument 2"	0	"0
1"
deuparl-27	0,2	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"0
1"	"0
2"	"0
2"	"0
1"	"0
1"
deuparl-27	1,0	"0
2"	"0
1"	"0
1
2"	"0
1"	"0
2"	0	"0
1
2"	"0
1"	"0
1
2"	0
deuparl-27	1,3	0	"Argument 1: 0
Argument 2"	0	"0
1"	"0
1"	"0
2"	"0
2"	"Argument 1
0
Argument 2"	"0
1"	"0
1"
deuparl-27	2,3	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"Argument 1: 2
Argument 2"	0	"0
2"
deuparl-296	0,1	0	"0
2"	"0
2"	0	"0
2"	"0
1
2"	"1. 1
2. 0"	"0
1"	"0
1"	"0
1
2"
deuparl-296	0,2	"0
1"	"0
1
2"	"1. 1
2. 0"	"0
1
2"	"0
1"	"0
2"	0	"0
1"	"1. 
2"	0
deuparl-296	1,3	"0
2"	"0
1
2"	0	"0
1"	0	"0
1
2"	"0
1"	"0
2"	0	"0
1"
deuparl-296	2,3	0	"0
1"	0	"0
1
2"	0	"0
1"	0	"0
1
2"	"Here are the evaluations:

Argument 1:"	"0
1
2"
deuparl-324	0,2	"1 (Argument 1)
2 (Argument"	0	"0
1
2"	0	"0
1"	0	"0
1"	0	"0
1"	0
deuparl-324	1,0	"0
2"	"0
1
0"	0	0	"0
1"	"0
1"	"0
2"	"0
1"	"0
2"	"0
1"
deuparl-324	1,3	0	"0
2"	"0
2"	"0
2"	0	"0
2"	0	"0
1"	"0
2"	0
deuparl-324	2,3	0	0	"0
2"	"0
2"	"Here are the results:

Argument 1:"	0	0	"0
1"	"0
2"	"0
2"
deuparl-325	0,2	"1. 1
2. 0"	0	"0
2"	0	"0
1"	"0
1"	"0
1"	0	"0
2"	"0
1"
deuparl-325	1,0	"0
1"	0	"0
2"	"0
1
2"	0	"0
1
2"	0	"0
1
2"	"0
1"	"0
1
2"
deuparl-325	1,3	"0
1"	0	"0
2"	"0
1"	"0
2"	0	"0
1"	0	"1.  Argument 1
2."	0
deuparl-325	2,3	"0
2"	0	"0
1"	"0
1"	"Here are the two argumentative texts:

Argument"	"0
1
2"	0	"0
1
2"	"0
1
2"	"0
1
2"
deuparl-341	0,2	0	"0
1"	0	"0
1"	"0
1"	"0
1"	0	0	"1 (2)
2 (2)"	"0
1
2"
deuparl-341	1,0	"0
1
2"	"0
2"	"0
1"	"0
1"	0	0	"1. 1
2. 0"	"0
1"	0	"0
1"
deuparl-341	1,3	"0
1"	0	"0
1"	"0
1"	"0
2"	"0
2"	0	0	"0
1"	"Argument 1: 0
Argument 2"
deuparl-341	2,3	0	0	"0
1"	0	"0
1"	"0
1"	"0
1"	0	0	"0
1"
deuparl-36	0,1	"0
1"	"0
1
2"	0	0	"0
1"	0	"0
2"	"0
2"	0	"0
2"
deuparl-36	0,2	"1.  Argument 1
2."	"0
1
2"	0	"Argument 1: 0
Argument 2"	"0
2"	"0
1"	"0
1"	"0
1
2"	"0
2"	"0
1
2"
deuparl-36	1,3	0	"0
1"	"0
2"	"0
1"	"1. 1
2. 0"	0	0	"0
2"	"0
1"	"0
1"
deuparl-36	2,3	0	"0
1"	"1. 1
2. 0"	0	"0
2"	"0
1"	0	0	"0
2"	"0
1"
deuparl-363	0,1	0	"0
2"	0	"0
1
2"	0	0	0	"0
1
2"	"0
1"	0
deuparl-363	0,2	"0
1"	0	"0
1"	"0
1
2"	"0
1"	"0
1
2"	"0
1"	0	0	"0
1
2"
deuparl-363	1,3	"0
1"	"0
1"	"1. 1
2. 0"	"0
1"	0	0	"0
1"	"0
1"	"0
2"	0
deuparl-363	2,3	0	"0
2"	"0
2"	"0
1"	"0
1"	0	"0
2"	0	0	0
deuparl-365	0,1	"0
1"	0	"1. Argument 1
2. Argument"	"0
1
2"	"0
1
2"	0	"1. 1
2. 0"	"0
2"	"1. Argument 1
2. Argument"	0
deuparl-365	0,2	"0
1"	0	"1. Argument 1
2. Argument"	0	"1.  Argument 1
2."	"0
2"	"0
1"	0	0	"0
2"
deuparl-365	1,3	0	0	"0
2"	0	"1 (1)
2 (1)"	0	"0
1"	0	0	"0
1"
deuparl-365	2,3	"1: 2
2: 0"	0	0	0	0	0	0	0	1.  2	0
deuparl-390	0,1	"0
1"	"0
1
2"	"0
1"	"0
1
2"	0	0	"0
1"	0	"0
2"	0
deuparl-390	0,2	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	0	"0
1"	"0
1
2"	"0
1"	"0
1
2"
deuparl-390	1,3	0	"0
1"	"0
2"	"0
1"	0	"0
1"	"0
1"	"0
2"	0	"0
1"
deuparl-390	2,3	"0
1"	0	0	"0
2"	0	"0
1"	"0
1"	"0
2"	"1. Argument 1
2. Argument"	"0
1"
deuparl-405	0,2	"0
1"	0	"0
2"	"0
2"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"	0
deuparl-405	1,0	"0
1"	0	"0
1"	"0
1"	0	"0
1"	0	0	"0
2"	"0
1"
deuparl-405	1,3	"0
1"	"0
1
2"	"0
1"	"0
1"	0	"0
1"	"0
1"	"0
1"	"0
1"	0
deuparl-405	2,3	"0
2"	0	"Here are the labels:

0
1
2"	"0
2"	"0
1"	0	"0
1"	"0
1"	"0
2"	"0
1"
deuparl-414	0,1	"0
1"	0	"0
1"	"0
1"	"0
1"	0	0	"0
1
2"	"0
1"	"0
2"
deuparl-414	0,2	0	0	0	"0
1"	"0
2"	"0
1"	"1
2"	"Argument 1: 2
Argument 2"	0	"0
1"
deuparl-414	1,3	"0
1"	0	"0
2"	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
2"	0
deuparl-414	2,3	"0
2"	"0
1"	"0
2"	0	0	"0
1
2"	"0
1"	"0
1"	"0
1
2"	"0
1"
deuparl-420	0,1	"0
1"	0	"0
2"	"0
2"	"0
2"	0	"0
1
2"	"0
1"	0	0
deuparl-420	0,2	"0
2"	"0
1"	"0
1"	"0
2"	"0
1"	0	"0
2"	0	0	0
deuparl-420	1,3	"0
1"	"0
1"	0	0	0	"0
1"	0	0	"0
1"	"0
2"
deuparl-420	2,3	0	"0
1
2"	0	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"	0
deuparl-429	0,1	"0
2"	0	"0
1
2"	0	"0
1"	"0
2"	0	0	"0
1"	0
deuparl-429	0,2	0	0	"0
1"	"0
2"	0	"0
1"	0	"0
1"	"0
1"	0
deuparl-429	1,3	0	"0
1"	"0
1"	"0
1"	0	"Argument 1: 0
Argument 2"	"0
1"	"0
1"	"0
1"	"Argument 1: 0
Argument 2"
deuparl-429	2,3	"0
1"	"0
1"	0	0	"0
1"	0	"0
1"	0	0	0
